Feature,Importance
pain_in_gums,0.0015690751102921396
vaginal_redness,0.0015643288235918553
diaper_rash,0.0015464266530416232
low_urine_output,0.001543377298334215
"muscle_cramps,_contractures,_or_spasms",0.0015359553023275763
hand_or_finger_lump_or_mass,0.0014968874178099933
shoulder_stiffness_or_tightness,0.0014745085914703283
toothache,0.001473709860708425
itchy_eyelid,0.00147214292946812
symptoms_of_prostate,0.0014712937742396568
emotional_symptoms,0.0014566453530568766
cloudy_eye,0.0014500840801181735
hesitancy,0.0014487175811410203
mass_in_scrotum,0.0014382231993477431
jaw_swelling,0.0014197293939327124
gum_pain,0.0013854464419899588
eye_deviation,0.0013650346839963468
burning_chest_pain,0.0013601076981253285
kidney_mass,0.0012805146565042684
nightmares,0.0012710279395786062
sore_in_nose,0.0012471091331274762
swollen_or_red_tonsils,0.0012435461781502687
back_stiffness_or_tightness,0.0011921539579599191
recent_pregnancy,0.001175840808886196
mass_or_swelling_around_the_anus,0.001113320657225938
eyelid_lesion_or_rash,0.001106209920722479
lump_in_throat,0.0011055323103970399
arm_lump_or_mass,0.0010660718941033509
vulvar_irritation,0.0010574943521136657
swollen_abdomen,0.0010296674857956704
itching_of_the_anus,0.0010266979774677944
bleeding_gums,0.0010163574578887671
tongue_lesions,0.0009864442656676248
foot_or_toe_stiffness_or_tightness,0.0009395011518832054
absence_of_menstruation,0.0009150506742656336
eye_moves_abnormally,0.0008835034397453544
pain_or_soreness_of_breast,0.0008802974744510147
bumps_on_penis,0.0008602930065726285
bleeding_from_ear,0.0008581497979659053
shoulder_lump_or_mass,0.0008528709980253216
elbow_weakness,0.0008279893873134941
dry_lips,0.0008251894963621522
penile_discharge,0.000815630568792141
vaginal_dryness,0.0008141529366829472
wrist_lump_or_mass,0.00081338819255302
muscle_swelling,0.0007806701486185441
penis_pain,0.000712569470132852
wrinkles_on_skin,0.0006712428655197787
cross_eyed,0.000665379968813754
joint_swelling,0.000623134499152352
symptoms_of_infants,0.0006133957902566347
back_weakness,0.0006065774876518422
wrist_stiffness_or_tightness,0.0005870423612249312
difficulty_eating,0.0005340739863244305
skin_on_arm_or_hand_looks_infected,0.0004930068410799804
muscle_stiffness_or_tightness,0.00046986944364845064
irregular_belly_button,0.00045346448532361603
penis_redness,0.0004530621177563985
early_or_late_onset_of_menopause,0.0004422759653336505
lump_or_mass_of_breast,0.00043918797635875633
redness_in_or_around_nose,0.00042017190206171666
bedwetting,0.0004108385203398612
recent_weight_loss,0.00038135212554441964
throat_redness,0.0003415499808985428
bleeding_or_discharge_from_nipple,0.0003404288155323405
shoulder_swelling,0.00032611724033726355
abdominal_distention,0.0003136152759503412
postpartum_problems_of_the_breast,0.0003110039502010286
flushing,0.0003035620396019034
leg_lump_or_mass,0.00030137271165971515
shoulder_weakness,0.00029210986916131
foot_or_toe_weakness,0.0002701081612912175
low_back_cramps_or_spasms,0.00024551897713478277
drainage_in_throat,0.00024189286214484047
vaginal_bleeding_after_menopause,0.00019956398122830988
feeling_cold,0.00019050134204122662
premenstrual_tension_or_irritability,0.000185491970932556
infant_spitting_up,0.00018156805880590246
neck_cramps_or_spasms,0.00017988506925505041
bowlegged_or_knock_kneed,0.00017086120058092995
premature_ejaculation,0.00015384035704934525
vulvar_sore,0.00014196977068421814
bladder_mass,0.00014114497689568438
lip_sore,0.00013485195570218423
foot_or_toe_lump_or_mass,0.00011254374089353383
problems_with_shape_or_size_of_breast,0.00010054356379908839
muscle_weakness,9.690299021915984e-05
hand_or_finger_cramps_or_spasms,9.280988382772323e-05
poor_circulation,8.142742474504773e-05
pelvic_pressure,7.128298326844755e-05
ankle_weakness,6.685656058653693e-05
unwanted_hair,6.283572506551866e-05
excessive_growth,4.977732614881178e-05
incontinence_of_stool,3.15731559754414e-05
low_back_weakness,2.1328499463896602e-05
itching_of_scrotum,2.056752557053651e-05
wrist_weakness,1.4702847713800092e-05
scanty_menstrual_flow,1.3559174078454802e-05
eye_strain,0.0
pus_in_sputum,0.0
nose_deformity,0.0
lump_over_jaw,0.0
elbow_lump_or_mass,0.0
tongue_pain,0.0
joint_stiffness_or_tightness,0.0
shoulder_cramps_or_spasms,0.0
pallor,0.0
underweight,0.0
abnormal_appearing_tongue,0.0
arm_cramps_or_spasms,0.0
skin_pain,0.0
problems_with_orgasm,0.0
mass_on_vulva,0.0
jaw_pain,0.0
infrequent_menstruation,0.0
eyelid_retracted,0.0
elbow_cramps_or_spasms,0.0
feeling_hot_and_cold,0.0
low_back_swelling,0.0
foot_or_toe_cramps_or_spasms,0.0
hip_swelling,0.0
nailbiting,0.0
pus_in_urine,0.0
abnormal_size_or_shape_of_ear,0.0
pupils_unequal,0.0
discharge_in_stools,0.0
hip_lump_or_mass,0.0
feet_turned_in,0.0
disturbance_of_smell_or_taste,0.0
swollen_tongue,0.0
feeling_hot,0.0
elbow_stiffness_or_tightness,0.0
mass_on_ear,0.0
throat_irritation,0.0
bleeding_in_mouth,0.0
posture_problems,0.0
knee_cramps_or_spasms,0.0
stuttering_or_stammering,0.0
skin_oiliness,0.0
sleepwalking,0.0
low_back_stiffness_or_tightness,0.0
skin_on_head_or_neck_looks_infected,0.0
thirst,0.0
polyuria,0.0
change_in_skin_mole_size_or_color,0.0
tongue_bleeding,0.0
hip_weakness,0.0
back_swelling,0.0
ankle_stiffness_or_tightness,0.0
neck_weakness,0.0
